"id_track";"id_marine";"lat";"lon";"speed";"course";"age";"date_add"
"322263";"711";"40,9154";"139,632";"137";"175";"508";"2016-06-25 00:00:00"
"322264";"711";"40,9366";"141,377";"0";"265";"288";"2016-06-25 00:00:00"
"322265";"829";"41,0328";"139,691";"120";"234";"386";"2016-06-25 00:00:00"
"322266";"711";"41,082";"140,768";"127";"240";"289";"2016-06-25 00:00:00"
"322267";"763";"41,129";"140,715";"172";"176";"95";"2016-06-25 00:00:00"
"322268";"711";"41,11";"140,716";"174";"177";"93";"2016-06-25 00:00:00"
"322269";"843";"41,1212";"140,698";"125";"182";"147";"2016-06-25 00:00:00"
"322270";"766";"41,1263";"140,721";"168";"171";"111";"2016-06-25 00:00:00"
"322271";"711";"41,1688";"141,158";"122";"237";"92";"2016-06-25 00:00:00"
"322272";"725";"41,2301";"140,729";"173";"359";"2";"2016-06-25 00:00:00"
"322273";"754";"41,2485";"140,683";"126";"173";"362";"2016-06-25 00:00:00"
"322274";"718";"41,2582";"140,342";"0";"0";"5";"2016-06-25 00:00:00"
"322275";"837";"41,3803";"140,401";"95";"236";"362";"2016-06-25 00:00:00"
"322276";"711";"41,2645";"140,181";"103";"236";"288";"2016-06-25 00:00:00"
"322277";"729";"41,2768";"140,689";"174";"175";"3";"2016-06-25 00:00:00"
"322278";"861";"41,2771";"140,133";"144";"67";"5";"2016-06-25 00:00:00"
"322279";"831";"41,3071";"140,347";"151";"235";"529";"2016-06-25 00:00:00"
"322280";"864";"41,3273";"140,342";"314";"53";"2";"2016-06-25 00:00:00"
"322281";"858";"41,3352";"140,297";"232";"66";"2";"2016-06-25 00:00:00"
"322282";"823";"41,3391";"140,34";"135";"238";"713";"2016-06-25 00:00:00"
"322283";"716";"41,3477";"140,715";"184";"1";"2";"2016-06-25 00:00:00"
"322284";"846";"41,3684";"140,337";"80";"234";"35";"2016-06-25 00:00:00"
"322285";"719";"41,5958";"140,542";"105";"207";"273";"2016-06-25 00:00:00"
"322286";"711";"41,3748";"140,027";"106";"313";"92";"2016-06-25 00:00:00"
"322287";"857";"41,399";"140,443";"235";"58";"2";"2016-06-25 00:00:00"
"322288";"852";"41,4003";"140,408";"137";"230";"2";"2016-06-25 00:00:00"
"322289";"839";"41,4019";"139,979";"113";"285";"99";"2016-06-25 00:00:00"
"322290";"711";"41,4199";"139,966";"114";"333";"92";"2016-06-25 00:00:00"
"322291";"854";"41,4277";"140,494";"153";"55";"2";"2016-06-25 00:00:00"
"322292";"711";"41,4298";"141,461";"0";"0";"95";"2016-06-25 00:00:00"
"322293";"720";"41,4357";"140,671";"155";"178";"2";"2016-06-25 00:00:00"
"322294";"849";"41,476";"140,602";"132";"48";"2";"2016-06-25 00:00:00"
"322295";"860";"41,4861";"140,439";"146";"45";"5";"2016-06-25 00:00:00"
"322296";"853";"41,4914";"140,542";"124";"231";"2";"2016-06-25 00:00:00"
"322297";"834";"41,501";"141,395";"134";"106";"20";"2016-06-25 00:00:00"
"322298";"851";"41,5039";"140,608";"103";"243";"2";"2016-06-25 00:00:00"
"322299";"863";"41,5324";"141,444";"123";"285";"5";"2016-06-25 00:00:00"
"322300";"856";"41,5943";"140,546";"131";"26";"2";"2016-06-25 00:00:00"
"322301";"793";"41,621";"140,71";"109";"57";"10";"2016-06-25 00:00:00"
"322302";"859";"41,6376";"140,968";"102";"271";"2";"2016-06-25 00:00:00"
"322303";"862";"41,6714";"141,238";"133";"261";"9";"2016-06-25 00:00:00"
"322304";"745";"41,7464";"140,71";"0";"0";"3";"2016-06-25 00:00:00"
"322305";"844";"41,7533";"140,663";"3";"168";"2";"2016-06-25 00:00:00"
"322306";"826";"41,764";"140,671";"0";"152";"4";"2016-06-25 00:00:00"
"322307";"747";"41,7727";"140,654";"2";"136";"3";"2016-06-25 00:00:00"
"322308";"746";"41,7736";"140,712";"0";"16";"53";"2016-06-25 00:00:00"
"322309";"765";"41,7752";"140,709";"0";"172";"3";"2016-06-25 00:00:00"
"322310";"749";"41,7774";"140,722";"0";"272";"6";"2016-06-25 00:00:00"
"322311";"710";"41,7782";"140,677";"2";"177";"3";"2016-06-25 00:00:00"
"322312";"841";"41,7783";"140,665";"3";"280";"3";"2016-06-25 00:00:00"
"322313";"848";"41,7834";"140,723";"0";"126";"4";"2016-06-25 00:00:00"
"322314";"753";"41,7837";"140,725";"0";"166";"5";"2016-06-25 00:00:00"
"322315";"756";"41,7852";"140,668";"1";"46";"3";"2016-06-25 00:00:00"
"322316";"755";"41,7867";"140,678";"1";"213";"5";"2016-06-25 00:00:00"
"322317";"779";"41,7946";"140,719";"0";"310";"4";"2016-06-25 00:00:00"
"322318";"838";"41,7959";"140,719";"0";"325";"3";"2016-06-25 00:00:00"
"322319";"819";"41,7981";"140,719";"0";"6";"3";"2016-06-25 00:00:00"
"322320";"761";"41,8034";"140,653";"0";"173";"794";"2016-06-25 00:00:00"
"322321";"751";"41,806";"140,649";"0";"276";"3";"2016-06-25 00:00:00"
"322322";"769";"41,807";"140,711";"0";"333";"3";"2016-06-25 00:00:00"
"322323";"760";"41,807";"140,709";"0";"16";"4";"2016-06-25 00:00:00"
"322324";"711";"40,9154";"139,632";"137";"175";"507";"2016-06-25 00:00:00"
"322325";"711";"40,9366";"141,377";"0";"265";"287";"2016-06-25 00:00:00"
"322326";"829";"41,0328";"139,691";"120";"234";"385";"2016-06-25 00:00:00"
"322327";"711";"41,082";"140,768";"127";"240";"288";"2016-06-25 00:00:00"
"322328";"763";"41,129";"140,715";"172";"176";"94";"2016-06-25 00:00:00"
"322329";"711";"41,11";"140,716";"174";"177";"92";"2016-06-25 00:00:00"
"322330";"843";"41,1212";"140,698";"125";"182";"146";"2016-06-25 00:00:00"
"322331";"766";"41,1263";"140,721";"168";"171";"110";"2016-06-25 00:00:00"
"322332";"711";"41,1688";"141,158";"122";"237";"91";"2016-06-25 00:00:00"
"322333";"725";"41,2244";"140,729";"173";"359";"2";"2016-06-25 00:00:00"
"322334";"754";"41,2485";"140,683";"126";"173";"361";"2016-06-25 00:00:00"
"322335";"718";"41,2582";"140,342";"0";"0";"4";"2016-06-25 00:00:00"
"322336";"837";"41,3803";"140,401";"95";"236";"361";"2016-06-25 00:00:00"
"322337";"711";"41,2645";"140,181";"103";"236";"287";"2016-06-25 00:00:00"
"322338";"729";"41,2768";"140,689";"174";"175";"2";"2016-06-25 00:00:00"
"322339";"861";"41,2771";"140,133";"144";"67";"4";"2016-06-25 00:00:00"
"322340";"831";"41,3071";"140,347";"151";"235";"528";"2016-06-25 00:00:00"
"322341";"858";"41,3297";"140,28";"221";"65";"3";"2016-06-25 00:00:00"
"322342";"716";"41,3326";"140,714";"183";"1";"3";"2016-06-25 00:00:00"
"322343";"823";"41,3391";"140,34";"135";"238";"712";"2016-06-25 00:00:00"
"322344";"846";"41,3684";"140,337";"80";"234";"34";"2016-06-25 00:00:00"
"322345";"719";"41,5958";"140,542";"105";"207";"272";"2016-06-25 00:00:00"
"322346";"711";"41,3748";"140,027";"106";"313";"91";"2016-06-25 00:00:00"
"322347";"857";"41,3955";"140,435";"236";"59";"2";"2016-06-25 00:00:00"
"322348";"852";"41,4028";"140,412";"137";"230";"2";"2016-06-25 00:00:00"
"322349";"854";"41,4188";"140,476";"157";"56";"3";"2016-06-25 00:00:00"
"322350";"839";"41,4019";"139,979";"113";"285";"98";"2016-06-25 00:00:00"
"322351";"711";"41,4199";"139,966";"114";"333";"91";"2016-06-25 00:00:00"
"322352";"711";"41,4298";"141,461";"0";"0";"94";"2016-06-25 00:00:00"
"322353";"720";"41,4416";"140,671";"151";"177";"2";"2016-06-25 00:00:00"
"322354";"849";"41,4736";"140,598";"132";"48";"2";"2016-06-25 00:00:00"
"322355";"860";"41,4861";"140,439";"146";"45";"4";"2016-06-25 00:00:00"
"322356";"853";"41,4935";"140,546";"124";"231";"2";"2016-06-25 00:00:00"
"322357";"834";"41,501";"141,395";"134";"106";"19";"2016-06-25 00:00:00"
"322358";"851";"41,5052";"140,611";"103";"244";"2";"2016-06-25 00:00:00"
"322359";"863";"41,5324";"141,444";"123";"285";"4";"2016-06-25 00:00:00"
"322360";"856";"41,591";"140,544";"132";"25";"2";"2016-06-25 00:00:00"
"322361";"793";"41,621";"140,71";"109";"57";"9";"2016-06-25 00:00:00"
"322362";"859";"41,6375";"140,972";"103";"269";"2";"2016-06-25 00:00:00"
"322363";"862";"41,6714";"141,238";"133";"261";"8";"2016-06-25 00:00:00"
"322364";"745";"41,7464";"140,71";"0";"0";"2";"2016-06-25 00:00:00"
"322365";"844";"41,7535";"140,663";"2";"169";"4";"2016-06-25 00:00:00"
"322366";"826";"41,764";"140,671";"0";"152";"3";"2016-06-25 00:00:00"
"322367";"747";"41,7727";"140,654";"2";"136";"2";"2016-06-25 00:00:00"
"322368";"746";"41,7736";"140,712";"0";"16";"52";"2016-06-25 00:00:00"
"322369";"765";"41,7752";"140,709";"0";"172";"2";"2016-06-25 00:00:00"
"322370";"749";"41,7774";"140,722";"0";"272";"5";"2016-06-25 00:00:00"
"322371";"710";"41,7782";"140,677";"2";"177";"2";"2016-06-25 00:00:00"
"322372";"841";"41,7783";"140,665";"3";"280";"2";"2016-06-25 00:00:00"
"322373";"848";"41,7834";"140,723";"0";"126";"3";"2016-06-25 00:00:00"
"322374";"753";"41,7837";"140,725";"0";"166";"4";"2016-06-25 00:00:00"
"322375";"756";"41,7852";"140,668";"1";"46";"2";"2016-06-25 00:00:00"
"322376";"755";"41,7867";"140,678";"1";"213";"4";"2016-06-25 00:00:00"
"322377";"779";"41,7946";"140,719";"0";"310";"3";"2016-06-25 00:00:00"
"322378";"838";"41,7959";"140,719";"0";"325";"2";"2016-06-25 00:00:00"
"322379";"819";"41,7981";"140,719";"0";"6";"2";"2016-06-25 00:00:00"
"322380";"761";"41,8034";"140,653";"0";"173";"793";"2016-06-25 00:00:00"
"322381";"751";"41,806";"140,649";"0";"276";"2";"2016-06-25 00:00:00"
"322382";"769";"41,807";"140,711";"0";"333";"2";"2016-06-25 00:00:00"
"322383";"760";"41,807";"140,709";"0";"16";"3";"2016-06-25 00:00:00"
"322384";"711";"40,9154";"139,632";"137";"175";"508";"2016-06-25 00:00:00"
"322385";"711";"40,9366";"141,377";"0";"265";"288";"2016-06-25 00:00:00"
"322386";"829";"41,0328";"139,691";"120";"234";"386";"2016-06-25 00:00:00"
"322387";"711";"41,082";"140,768";"127";"240";"289";"2016-06-25 00:00:00"
"322388";"763";"41,129";"140,715";"172";"176";"95";"2016-06-25 00:00:00"
"322389";"711";"41,11";"140,716";"174";"177";"93";"2016-06-25 00:00:00"
"322390";"843";"41,1212";"140,698";"125";"182";"147";"2016-06-25 00:00:00"
"322391";"766";"41,1263";"140,721";"168";"171";"111";"2016-06-25 00:00:00"
"322392";"711";"41,1688";"141,158";"122";"237";"92";"2016-06-25 00:00:00"
"322393";"725";"41,2301";"140,729";"173";"359";"2";"2016-06-25 00:00:00"
"322394";"754";"41,2485";"140,683";"126";"173";"362";"2016-06-25 00:00:00"
"322395";"718";"41,2582";"140,342";"0";"0";"5";"2016-06-25 00:00:00"
"322396";"837";"41,3803";"140,401";"95";"236";"362";"2016-06-25 00:00:00"
"322397";"711";"41,2645";"140,181";"103";"236";"288";"2016-06-25 00:00:00"
"322398";"729";"41,2704";"140,69";"173";"175";"1";"2016-06-25 00:00:00"
"322399";"861";"41,2771";"140,133";"144";"67";"5";"2016-06-25 00:00:00"
"322400";"831";"41,3071";"140,347";"151";"235";"529";"2016-06-25 00:00:00"
"322401";"864";"41,3273";"140,342";"314";"53";"2";"2016-06-25 00:00:00"
"322402";"858";"41,3379";"140,305";"235";"64";"1";"2016-06-25 00:00:00"
"322403";"823";"41,3391";"140,34";"135";"238";"713";"2016-06-25 00:00:00"
"322404";"716";"41,3477";"140,715";"184";"1";"2";"2016-06-25 00:00:00"
"322405";"846";"41,3684";"140,337";"80";"234";"35";"2016-06-25 00:00:00"
"322406";"719";"41,5958";"140,542";"105";"207";"273";"2016-06-25 00:00:00"
"322407";"711";"41,3748";"140,027";"106";"313";"92";"2016-06-25 00:00:00"
"322408";"852";"41,3972";"140,402";"137";"232";"1";"2016-06-25 00:00:00"
"322409";"857";"41,4024";"140,45";"234";"59";"1";"2016-06-25 00:00:00"
"322410";"839";"41,4019";"139,979";"113";"285";"99";"2016-06-25 00:00:00"
"322411";"711";"41,4199";"139,966";"114";"333";"92";"2016-06-25 00:00:00"
"322412";"711";"41,4298";"141,461";"0";"0";"95";"2016-06-25 00:00:00"
"322413";"854";"41,4306";"140,499";"153";"55";"1";"2016-06-25 00:00:00"
"322414";"720";"41,4357";"140,671";"155";"178";"2";"2016-06-25 00:00:00"
"322415";"849";"41,4785";"140,606";"131";"48";"1";"2016-06-25 00:00:00"
"322416";"860";"41,4861";"140,439";"146";"45";"5";"2016-06-25 00:00:00"
"322417";"853";"41,4888";"140,538";"124";"231";"1";"2016-06-25 00:00:00"
"322418";"834";"41,501";"141,395";"134";"106";"20";"2016-06-25 00:00:00"
"322419";"851";"41,5042";"140,608";"103";"244";"1";"2016-06-25 00:00:00"
"322420";"863";"41,5324";"141,444";"123";"285";"5";"2016-06-25 00:00:00"
"322421";"856";"41,5943";"140,546";"131";"26";"2";"2016-06-25 00:00:00"
"322422";"793";"41,621";"140,71";"109";"57";"10";"2016-06-25 00:00:00"
"322423";"859";"41,6376";"140,965";"102";"269";"1";"2016-06-25 00:00:00"
"322424";"862";"41,6714";"141,238";"133";"261";"9";"2016-06-25 00:00:00"
"322425";"745";"41,7464";"140,71";"0";"0";"3";"2016-06-25 00:00:00"
"322426";"844";"41,7533";"140,663";"3";"168";"2";"2016-06-25 00:00:00"
"322427";"826";"41,764";"140,671";"0";"152";"4";"2016-06-25 00:00:00"
"322428";"747";"41,7727";"140,654";"2";"136";"3";"2016-06-25 00:00:00"
"322429";"746";"41,7736";"140,712";"0";"16";"53";"2016-06-25 00:00:00"
"322430";"765";"41,7752";"140,709";"0";"172";"3";"2016-06-25 00:00:00"
"322431";"749";"41,7774";"140,722";"0";"272";"6";"2016-06-25 00:00:00"
"322432";"710";"41,7782";"140,677";"2";"177";"3";"2016-06-25 00:00:00"
"322433";"841";"41,7783";"140,665";"3";"280";"3";"2016-06-25 00:00:00"
"322434";"848";"41,7834";"140,723";"0";"126";"4";"2016-06-25 00:00:00"
"322435";"753";"41,7837";"140,725";"0";"166";"5";"2016-06-25 00:00:00"
"322436";"756";"41,7852";"140,668";"1";"46";"3";"2016-06-25 00:00:00"
"322437";"755";"41,7867";"140,678";"1";"213";"5";"2016-06-25 00:00:00"
"322438";"779";"41,7946";"140,719";"0";"310";"4";"2016-06-25 00:00:00"
"322439";"838";"41,7959";"140,719";"0";"325";"3";"2016-06-25 00:00:00"
"322440";"819";"41,7981";"140,719";"0";"6";"3";"2016-06-25 00:00:00"
"322441";"761";"41,8034";"140,653";"0";"173";"794";"2016-06-25 00:00:00"
"322442";"751";"41,806";"140,649";"0";"276";"3";"2016-06-25 00:00:00"
"322443";"769";"41,807";"140,711";"0";"333";"3";"2016-06-25 00:00:00"
"322444";"760";"41,807";"140,709";"0";"16";"4";"2016-06-25 00:00:00"
"322445";"711";"40,9154";"139,632";"137";"175";"507";"2016-06-25 00:01:00"
"322446";"711";"40,9366";"141,377";"0";"265";"287";"2016-06-25 00:01:00"
"322447";"829";"41,0328";"139,691";"120";"234";"385";"2016-06-25 00:01:00"
"322448";"711";"41,082";"140,768";"127";"240";"288";"2016-06-25 00:01:00"
"322449";"763";"41,129";"140,715";"172";"176";"94";"2016-06-25 00:01:00"
"322450";"711";"41,11";"140,716";"174";"177";"92";"2016-06-25 00:01:00"
"322451";"843";"41,1212";"140,698";"125";"182";"146";"2016-06-25 00:01:00"
"322452";"766";"41,1263";"140,721";"168";"171";"110";"2016-06-25 00:01:00"
"322453";"711";"41,1688";"141,158";"122";"237";"91";"2016-06-25 00:01:00"
"322454";"725";"41,2244";"140,729";"173";"359";"2";"2016-06-25 00:01:00"
"322455";"754";"41,2485";"140,683";"126";"173";"361";"2016-06-25 00:01:00"
"322456";"718";"41,2582";"140,342";"0";"0";"4";"2016-06-25 00:01:00"
"322457";"837";"41,3803";"140,401";"95";"236";"361";"2016-06-25 00:01:00"
"322458";"711";"41,2645";"140,181";"103";"236";"287";"2016-06-25 00:01:00"
"322459";"729";"41,2768";"140,689";"174";"175";"2";"2016-06-25 00:01:00"
"322460";"861";"41,2771";"140,133";"144";"67";"4";"2016-06-25 00:01:00"
"322461";"831";"41,3071";"140,347";"151";"235";"528";"2016-06-25 00:01:00"
"322462";"858";"41,3297";"140,28";"221";"65";"3";"2016-06-25 00:01:00"
"322463";"716";"41,3326";"140,714";"183";"1";"3";"2016-06-25 00:01:00"
"322464";"823";"41,3391";"140,34";"135";"238";"712";"2016-06-25 00:01:00"
"322465";"846";"41,3684";"140,337";"80";"234";"34";"2016-06-25 00:01:00"
"322466";"719";"41,5958";"140,542";"105";"207";"272";"2016-06-25 00:01:00"
"322467";"711";"41,3748";"140,027";"106";"313";"91";"2016-06-25 00:01:00"
"322468";"857";"41,3955";"140,435";"236";"59";"2";"2016-06-25 00:01:00"
"322469";"852";"41,4028";"140,412";"137";"230";"2";"2016-06-25 00:01:00"
"322470";"854";"41,4188";"140,476";"157";"56";"3";"2016-06-25 00:01:00"
"322471";"839";"41,4019";"139,979";"113";"285";"98";"2016-06-25 00:01:00"
"322472";"711";"41,4199";"139,966";"114";"333";"91";"2016-06-25 00:01:00"
"322473";"711";"41,4298";"141,461";"0";"0";"94";"2016-06-25 00:01:00"
"322474";"720";"41,4416";"140,671";"151";"177";"2";"2016-06-25 00:01:00"
"322475";"849";"41,4736";"140,598";"132";"48";"2";"2016-06-25 00:01:00"
"322476";"860";"41,4861";"140,439";"146";"45";"4";"2016-06-25 00:01:00"
"322477";"853";"41,4935";"140,546";"124";"231";"2";"2016-06-25 00:01:00"
"322478";"834";"41,501";"141,395";"134";"106";"19";"2016-06-25 00:01:00"
"322479";"851";"41,5052";"140,611";"103";"244";"2";"2016-06-25 00:01:00"
"322480";"863";"41,5324";"141,444";"123";"285";"4";"2016-06-25 00:01:00"
"322481";"856";"41,591";"140,544";"132";"25";"2";"2016-06-25 00:01:00"
"322482";"793";"41,621";"140,71";"109";"57";"9";"2016-06-25 00:01:00"
"322483";"859";"41,6375";"140,972";"103";"269";"2";"2016-06-25 00:01:00"
"322484";"862";"41,6714";"141,238";"133";"261";"8";"2016-06-25 00:01:00"
"322485";"745";"41,7464";"140,71";"0";"0";"2";"2016-06-25 00:01:00"
"322486";"844";"41,7535";"140,663";"2";"169";"4";"2016-06-25 00:01:00"
"322487";"826";"41,764";"140,671";"0";"152";"3";"2016-06-25 00:01:00"
"322488";"747";"41,7727";"140,654";"2";"136";"2";"2016-06-25 00:01:00"
"322489";"746";"41,7736";"140,712";"0";"16";"52";"2016-06-25 00:01:00"
"322490";"765";"41,7752";"140,709";"0";"172";"2";"2016-06-25 00:01:00"
"322491";"749";"41,7774";"140,722";"0";"272";"5";"2016-06-25 00:01:00"
"322492";"710";"41,7782";"140,677";"2";"177";"2";"2016-06-25 00:01:00"
"322493";"841";"41,7783";"140,665";"3";"280";"2";"2016-06-25 00:01:00"
"322494";"848";"41,7834";"140,723";"0";"126";"3";"2016-06-25 00:01:00"
"322495";"753";"41,7837";"140,725";"0";"166";"4";"2016-06-25 00:01:00"
"322496";"756";"41,7852";"140,668";"1";"46";"2";"2016-06-25 00:01:00"
"322497";"755";"41,7867";"140,678";"1";"213";"4";"2016-06-25 00:01:00"
"322498";"779";"41,7946";"140,719";"0";"310";"3";"2016-06-25 00:01:00"
"322499";"838";"41,7959";"140,719";"0";"325";"2";"2016-06-25 00:01:00"
"322500";"819";"41,7981";"140,719";"0";"6";"2";"2016-06-25 00:01:00"
"322501";"761";"41,8034";"140,653";"0";"173";"793";"2016-06-25 00:01:00"
"322502";"751";"41,806";"140,649";"0";"276";"2";"2016-06-25 00:01:00"
"322503";"769";"41,807";"140,711";"0";"333";"2";"2016-06-25 00:01:00"
"322504";"760";"41,807";"140,709";"0";"16";"3";"2016-06-25 00:01:00"
"322505";"711";"40,9154";"139,632";"137";"175";"507";"2016-06-25 00:01:00"
"322506";"711";"40,9366";"141,377";"0";"265";"287";"2016-06-25 00:01:00"
"322507";"829";"41,0328";"139,691";"120";"234";"385";"2016-06-25 00:01:00"
"322508";"711";"41,082";"140,768";"127";"240";"288";"2016-06-25 00:01:00"
"322509";"763";"41,129";"140,715";"172";"176";"94";"2016-06-25 00:01:00"
"322510";"711";"41,11";"140,716";"174";"177";"92";"2016-06-25 00:01:00"
"322511";"843";"41,1212";"140,698";"125";"182";"146";"2016-06-25 00:01:00"
"322512";"766";"41,1263";"140,721";"168";"171";"110";"2016-06-25 00:01:00"
"322513";"711";"41,1688";"141,158";"122";"237";"91";"2016-06-25 00:01:00"
"322514";"725";"41,2301";"140,729";"173";"359";"1";"2016-06-25 00:01:00"
"322515";"754";"41,2485";"140,683";"126";"173";"361";"2016-06-25 00:01:00"
"322516";"718";"41,2582";"140,342";"0";"0";"4";"2016-06-25 00:01:00"
"322517";"837";"41,3803";"140,401";"95";"236";"361";"2016-06-25 00:01:00"
"322518";"711";"41,2645";"140,181";"103";"236";"287";"2016-06-25 00:01:00"
"322519";"729";"41,2768";"140,689";"174";"175";"2";"2016-06-25 00:01:00"
"322520";"861";"41,2771";"140,133";"144";"67";"4";"2016-06-25 00:01:00"
"322521";"831";"41,3071";"140,347";"151";"235";"528";"2016-06-25 00:01:00"
"322522";"864";"41,3273";"140,342";"314";"53";"1";"2016-06-25 00:01:00"
"322523";"858";"41,3352";"140,297";"232";"66";"1";"2016-06-25 00:01:00"
"322524";"823";"41,3391";"140,34";"135";"238";"712";"2016-06-25 00:01:00"
"322525";"716";"41,3477";"140,715";"184";"1";"1";"2016-06-25 00:01:00"
"322526";"846";"41,3684";"140,337";"80";"234";"34";"2016-06-25 00:01:00"
"322527";"719";"41,5958";"140,542";"105";"207";"272";"2016-06-25 00:01:00"
"322528";"711";"41,3748";"140,027";"106";"313";"91";"2016-06-25 00:01:00"
"322529";"857";"41,399";"140,443";"235";"58";"1";"2016-06-25 00:01:00"
"322530";"852";"41,4003";"140,408";"137";"230";"1";"2016-06-25 00:01:00"
"322531";"839";"41,4019";"139,979";"113";"285";"98";"2016-06-25 00:01:00"
"322532";"711";"41,4199";"139,966";"114";"333";"91";"2016-06-25 00:01:00"
"322533";"854";"41,4277";"140,494";"153";"55";"1";"2016-06-25 00:01:00"
"322534";"711";"41,4298";"141,461";"0";"0";"94";"2016-06-25 00:01:00"
"322535";"720";"41,4357";"140,671";"155";"178";"1";"2016-06-25 00:01:00"
"322536";"849";"41,476";"140,602";"132";"48";"1";"2016-06-25 00:01:00"
"322537";"860";"41,4861";"140,439";"146";"45";"4";"2016-06-25 00:01:00"
"322538";"853";"41,4914";"140,542";"124";"231";"1";"2016-06-25 00:01:00"
"322539";"834";"41,501";"141,395";"134";"106";"19";"2016-06-25 00:01:00"
"322540";"851";"41,5039";"140,608";"103";"243";"1";"2016-06-25 00:01:00"
"322541";"863";"41,5324";"141,444";"123";"285";"4";"2016-06-25 00:01:00"
"322542";"856";"41,5943";"140,546";"131";"26";"1";"2016-06-25 00:01:00"
"322543";"793";"41,621";"140,71";"109";"57";"9";"2016-06-25 00:01:00"
"322544";"859";"41,6376";"140,968";"102";"271";"1";"2016-06-25 00:01:00"
"322545";"862";"41,6714";"141,238";"133";"261";"8";"2016-06-25 00:01:00"
"322546";"745";"41,7464";"140,71";"0";"0";"2";"2016-06-25 00:01:00"
"322547";"844";"41,7533";"140,663";"3";"168";"1";"2016-06-25 00:01:00"
"322548";"826";"41,764";"140,671";"0";"152";"3";"2016-06-25 00:01:00"
"322549";"747";"41,7727";"140,654";"2";"136";"2";"2016-06-25 00:01:00"
"322550";"746";"41,7736";"140,712";"0";"16";"52";"2016-06-25 00:01:00"
"322551";"765";"41,7752";"140,709";"0";"172";"2";"2016-06-25 00:01:00"
"322552";"749";"41,7774";"140,722";"0";"272";"5";"2016-06-25 00:01:00"
"322553";"710";"41,7782";"140,677";"2";"177";"2";"2016-06-25 00:01:00"
"322554";"841";"41,7783";"140,665";"3";"280";"2";"2016-06-25 00:01:00"
"322555";"848";"41,7834";"140,723";"0";"126";"3";"2016-06-25 00:01:00"
"322556";"753";"41,7837";"140,725";"0";"166";"4";"2016-06-25 00:01:00"
"322557";"756";"41,7852";"140,668";"1";"46";"2";"2016-06-25 00:01:00"
"322558";"755";"41,7867";"140,678";"1";"213";"4";"2016-06-25 00:01:00"
"322559";"779";"41,7946";"140,719";"0";"310";"3";"2016-06-25 00:01:00"
"322560";"838";"41,7959";"140,719";"0";"325";"2";"2016-06-25 00:01:00"
"322561";"819";"41,7981";"140,719";"0";"6";"2";"2016-06-25 00:01:00"
"322562";"761";"41,8034";"140,653";"0";"173";"793";"2016-06-25 00:01:00"
"322563";"751";"41,806";"140,649";"0";"276";"2";"2016-06-25 00:01:00"
"322564";"769";"41,807";"140,711";"0";"333";"2";"2016-06-25 00:01:00"
"322565";"760";"41,807";"140,709";"0";"16";"3";"2016-06-25 00:01:00"
"322566";"711";"40,9154";"139,632";"137";"175";"509";"2016-06-25 00:01:00"
"322567";"711";"40,9366";"141,377";"0";"265";"289";"2016-06-25 00:01:00"
"322568";"829";"41,0328";"139,691";"120";"234";"387";"2016-06-25 00:01:00"
"322569";"711";"41,082";"140,768";"127";"240";"290";"2016-06-25 00:01:00"
"322570";"763";"41,129";"140,715";"172";"176";"96";"2016-06-25 00:01:00"
"322571";"711";"41,11";"140,716";"174";"177";"94";"2016-06-25 00:01:00"
"322572";"843";"41,1212";"140,698";"125";"182";"148";"2016-06-25 00:01:00"
"322573";"766";"41,1263";"140,721";"168";"171";"112";"2016-06-25 00:01:00"
"322574";"711";"41,1688";"141,158";"122";"237";"93";"2016-06-25 00:01:00"
"322575";"725";"41,2364";"140,729";"175";"0";"1";"2016-06-25 00:01:00"
"322576";"754";"41,2485";"140,683";"126";"173";"363";"2016-06-25 00:01:00"
"322577";"718";"41,2582";"140,342";"0";"0";"6";"2016-06-25 00:01:00"
"322578";"837";"41,3803";"140,401";"95";"236";"363";"2016-06-25 00:01:00"
"322579";"711";"41,2645";"140,181";"103";"236";"289";"2016-06-25 00:01:00"
"322580";"729";"41,2647";"140,69";"173";"174";"1";"2016-06-25 00:01:00"
"322581";"861";"41,2771";"140,133";"144";"67";"6";"2016-06-25 00:01:00"
"322582";"831";"41,3071";"140,347";"151";"235";"530";"2016-06-25 00:01:00"
"322583";"864";"41,3282";"140,343";"315";"53";"1";"2016-06-25 00:01:00"
"322584";"823";"41,3391";"140,34";"135";"238";"714";"2016-06-25 00:01:00"
"322585";"858";"41,3416";"140,316";"239";"65";"1";"2016-06-25 00:01:00"
"322586";"716";"41,3533";"140,715";"185";"0";"1";"2016-06-25 00:01:00"
"322587";"846";"41,3684";"140,337";"80";"234";"36";"2016-06-25 00:01:00"
"322588";"719";"41,5958";"140,542";"105";"207";"274";"2016-06-25 00:01:00"
"322589";"711";"41,3748";"140,027";"106";"313";"93";"2016-06-25 00:01:00"
"322590";"852";"41,3972";"140,402";"137";"232";"2";"2016-06-25 00:01:00"
"322591";"857";"41,4057";"140,458";"232";"58";"1";"2016-06-25 00:01:00"
"322592";"839";"41,4019";"139,979";"113";"285";"100";"2016-06-25 00:01:00"
"322593";"711";"41,4199";"139,966";"114";"333";"93";"2016-06-25 00:01:00"
"322594";"711";"41,4298";"141,461";"0";"0";"96";"2016-06-25 00:01:00"
"322595";"720";"41,4305";"140,672";"155";"176";"1";"2016-06-25 00:01:00"
